"Plot Title: AG05-S4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10578649, SEN S/N: 10578649, LBL: C)","Intensity, Lux (LGR S/N: 10578649, SEN S/N: 10578649, LBL: Lux)","End Of File (LGR S/N: 10578649)"
494,11/07/18 04:00:00 AM,2.088,0.0,
495,11/07/18 07:00:00 AM,1.980,0.0,
496,11/07/18 10:00:00 AM,1.112,236.8,
497,11/07/18 01:00:00 PM,3.578,3100.0,
498,11/07/18 04:00:00 PM,3.683,1119.5,
499,11/07/18 07:00:00 PM,2.943,0.0,
500,11/07/18 10:00:00 PM,2.195,0.0,
501,11/08/18 01:00:00 AM,0.453,0.0,
502,11/08/18 04:00:00 AM,0.010,0.0,
503,11/08/18 07:00:00 AM,-0.102,0.0,
504,11/08/18 10:00:00 AM,0.010,258.3,
505,11/08/18 01:00:00 PM,0.893,1184.0,
506,11/08/18 04:00:00 PM,3.155,1044.1,
507,11/08/18 07:00:00 PM,2.088,0.0,
