"Plot Title: TO11-S6"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10163326, SEN S/N: 10163326)","Intensity, Lux (LGR S/N: 10163326, SEN S/N: 10163326)","Bad Battery (LGR S/N: 10163326)","Coupler Attached (LGR S/N: 10163326)","Host Connected (LGR S/N: 10163326)","Stopped (LGR S/N: 10163326)","End Of File (LGR S/N: 10163326)"
176,10/15/13 04:00:00 PM,9.176,1550.0,,,,,
177,10/15/13 07:00:00 PM,7.983,0.0,,,,,
178,10/15/13 10:00:00 PM,6.775,0.0,,,,,
179,10/16/13 01:00:00 AM,6.166,0.0,,,,,
180,10/16/13 04:00:00 AM,5.757,0.0,,,,,
181,10/16/13 07:00:00 AM,5.037,0.0,,,,,
182,10/16/13 10:00:00 AM,5.450,1302.4,,,,,
183,10/16/13 01:00:00 PM,7.782,871.9,,,,,
184,10/16/13 04:00:00 PM,7.983,258.3,,,,,
185,10/16/13 07:00:00 PM,7.079,0.0,,,,,
186,10/16/13 10:00:00 PM,6.166,0.0,,,,,
187,10/17/13 01:00:00 AM,5.655,0.0,,,,,
188,10/17/13 04:00:00 AM,5.757,0.0,,,,,
189,10/17/13 07:00:00 AM,5.552,0.0,,,,,
190,10/17/13 10:00:00 AM,5.860,1259.4,,,,,
191,10/17/13 01:00:00 PM,8.082,344.4,,,,,
192,10/17/13 04:00:00 PM,8.779,226.0,,,,,
193,10/17/13 07:00:00 PM,7.983,0.0,,,,,
194,10/17/13 10:00:00 PM,7.079,0.0,,,,,
195,10/18/13 01:00:00 AM,6.775,0.0,,,,,
196,10/18/13 04:00:00 AM,6.471,0.0,,,,,
197,10/18/13 07:00:00 AM,6.370,0.0,,,,,
198,10/18/13 10:00:00 AM,6.877,1237.9,,,,,
199,10/18/13 01:00:00 PM,9.077,312.2,,,,,
200,10/18/13 04:00:00 PM,9.965,204.5,,,,,
201,10/18/13 07:00:00 PM,8.879,0.0,,,,,
202,10/18/13 10:00:00 PM,8.082,0.0,,,,,
203,10/19/13 01:00:00 AM,7.179,0.0,,,,,
204,10/19/13 04:00:00 AM,6.471,0.0,,,,,
205,10/19/13 07:00:00 AM,5.757,0.0,,,,,
